Repository,File Name,Class,Level,Start Line,Start Column,Stop Line,Stop Column
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/starter/app.js,arguments,A2,1,11,1,29
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/starter/app.js,stringLiteral,A1,1,12,1,12
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,comment,A1,6,2,6,24
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,comment,A1,20,2,20,31
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,varModifier,A1,1,0,1,0
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,variableDeclaration,A1,1,6,1,54
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arrayLiteral,A1,1,14,1,54
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,elementList,A2,1,15,1,53
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arguments,A2,1,43,1,53
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,stringLiteral,A1,1,44,1,44
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,varModifier,A1,3,0,3,0
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,variableDeclaration,A1,3,6,21,0
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,anonymousFunction,A1,3,20,21,0
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arrowFunctionParameters,A1,3,20,3,23
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,formalParameterList,A1,3,21,3,21
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,varModifier,A1,4,2,4,2
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,variableDeclaration,A1,4,8,4,41
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,parseInt,A2,4,16,4,16
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arguments,A2,4,24,4,41
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,valueProperty,C1,4,25,4,36
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,varModifier,A1,5,2,5,2
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,variableDeclaration,A1,5,8,5,42
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,Math,A1,5,20,5,20
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arguments,A2,5,29,5,42
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,valueProperty,C1,5,30,5,30
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,varModifier,A1,7,2,7,2
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,variableDeclaration,A1,7,6,7,21
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,varModifier,A1,9,2,9,2
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,variableDeclaration,A1,9,8,19,6
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arguments,A2,9,35,19,6
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,anonymousFunction,A1,9,36,19,2
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arrowFunctionParameters,A1,9,36,9,37
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,assignmentOperator,A1,10,17,10,17
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,ifStatement,A1,12,4,16,4
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,valueProperty,C1,12,8,12,23
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,valueProperty,C1,12,23,12,23
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,textContent,A1,13,9,13,9
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,valueProperty,C1,13,26,13,26
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arguments,A2,14,19,14,33
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,returnStatement,A1,15,6,15,12
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,textContent,A1,18,7,18,7
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arguments,A2,23,13,25,1
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,anonymousFunction,A1,23,14,25,0
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arrowFunctionParameters,A1,23,14,23,19
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,formalParameterList,A1,23,15,23,15
javascript-basic-projects,dataset/javascript-basic-projects/18-numbers/final/app.js,arguments,A2,24,13,24,18
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/setup/app.js,comment,A1,1,0,1,12
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/setup/app.js,varModifier,A1,2,0,2,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/setup/app.js,variableDeclaration,A1,2,6,13,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/setup/app.js,arrayLiteral,A1,2,13,13,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/setup/app.js,elementList,A2,3,2,12,278
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,comment,A1,19,2,19,77
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,varModifier,A1,1,0,1,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,variableDeclaration,A1,1,6,12,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arrayLiteral,A1,1,13,12,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,elementList,A2,2,2,11,278
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,varModifier,A1,14,0,14,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,variableDeclaration,A1,14,6,14,49
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,querySelector,A1,14,22,14,22
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,14,35,14,49
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,stringLiteral,A1,14,36,14,36
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,varModifier,A1,15,0,15,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,variableDeclaration,A1,15,6,15,47
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,15,38,15,47
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,stringLiteral,A1,15,39,15,39
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,varModifier,A1,16,0,16,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,variableDeclaration,A1,16,6,16,51
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,querySelector,A1,16,24,16,24
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,16,37,16,51
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,stringLiteral,A1,16,38,16,38
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,addEventListener,A1,18,5,18,5
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,18,21,37,1
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,stringLiteral,A1,18,22,18,22
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,anonymousFunction,A1,18,32,37,0
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,formalParameterList,A1,18,42,18,42
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,21,18,21,19
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,varModifier,A1,23,2,23,2
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,variableDeclaration,A1,23,8,23,37
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,parseInt,A2,23,16,23,16
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,23,24,23,37
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,valueProperty,C1,23,25,23,32
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,varModifier,A1,24,2,24,2
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,variableDeclaration,A1,24,8,24,55
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,Math,A1,24,17,24,17
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,24,27,24,55
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,Math,A1,24,28,24,28
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,24,39,24,40
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,length,A1,24,49,24,49
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,ifStatement,A1,26,2,36,2
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,26,11,26,17
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,valueProperty,C1,26,12,26,12
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,valueProperty,C1,26,22,26,22
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,valueProperty,C1,26,35,26,35
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,varModifier,A1,29,4,29,4
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,variableDeclaration,A1,29,8,29,38
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,slice,A1,29,24,29,24
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,29,29,29,38
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,valueProperty,C1,29,33,29,33
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,map,A2,31,7,31,7
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,31,10,33,7
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,anonymousFunction,A1,31,11,33,6
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,formalParameterList,A1,31,21,31,21
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,returnStatement,A1,32,8,32,46
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,join,A1,34,7,34,7
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,arguments,A2,34,11,34,14
javascript-basic-projects,dataset/javascript-basic-projects/13-lorem-ipsum/final/app.js,stringLiteral,A1,34,12,34,12
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,comment,A1,6,2,6,15
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,1,0,1,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,1,6,1,12
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,stringLiteral,A1,1,12,1,12
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,3,0,3,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,3,6,27,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,anonymousFunction,A1,3,16,27,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,arrowFunctionParameters,A1,3,22,3,23
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,4,2,4,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,4,8,4,34
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,fetch,B2,4,25,4,25
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,arguments,A2,4,30,4,34
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,5,2,5,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,5,8,5,35
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,arguments,A2,5,34,5,35
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,7,2,7,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,7,8,7,31
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,8,2,8,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,8,8,8,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,8,8,8,23
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,8,10,8,10
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,8,17,8,17
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,9,2,9,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,9,8,9,34
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,9,8,9,23
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,9,10,9,17
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,10,2,10,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,10,8,10,30
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,10,8,10,19
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,10,10,10,10
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,11,2,11,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,11,8,11,33
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,11,8,11,22
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,11,10,11,10
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,11,17,11,17
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,12,2,12,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,12,8,14,6
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,12,8,14,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,13,4,13,15
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,13,9,13,15
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,13,11,13,11
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,varModifier,A1,15,2,15,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,variableDeclaration,A1,15,8,17,13
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,15,8,17,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,16,4,16,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,16,12,16,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,16,14,16,14
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,16,22,16,22
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,returnStatement,A1,18,2,26,3
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,objectLiteral,A1,18,9,26,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,19,4,19,4
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,20,4,20,4
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,21,4,21,4
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,22,4,22,4
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,23,4,23,4
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,24,4,24,30
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,propertyAssignment,B1,25,4,25,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/fetchUser.js,exportStatement,B1,29,0,29,22
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,varModifier,A1,1,0,1,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,variableDeclaration,A1,1,6,5,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,anonymousFunction,A1,1,19,5,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,arrowFunctionParameters,A1,1,19,1,29
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,formalParameterList,A1,1,20,1,20
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,varModifier,A1,2,2,2,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,variableDeclaration,A1,2,8,2,50
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,querySelector,A1,2,27,2,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,arguments,A2,2,40,2,50
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,ifStatement,A1,3,2,3,29
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,returnStatement,A1,3,15,3,29
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,throwStatement,A2,4,2,4,40
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,arguments,A2,4,17,4,39
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,stringLiteral,A1,4,18,4,18
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/getElement.js,exportStatement,B1,7,0,7,25
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,importStatement,B1,1,0,1,33
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,importStatement,B1,2,0,2,44
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,varModifier,A1,4,0,4,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,variableDeclaration,A1,4,6,4,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,getProperty,C1,4,12,4,12
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,4,15,4,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,stringLiteral,A1,4,16,4,16
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,varModifier,A1,5,0,5,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,variableDeclaration,A1,5,6,5,31
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,getProperty,C1,5,14,5,14
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,5,17,5,31
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,stringLiteral,A1,5,18,5,18
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,varModifier,A1,6,0,6,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,variableDeclaration,A1,6,6,6,31
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,getProperty,C1,6,14,6,14
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,6,17,6,31
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,stringLiteral,A1,6,18,6,18
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,varModifier,A1,7,0,7,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,variableDeclaration,A1,7,6,7,51
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arrayLiteral,A1,7,13,7,51
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,elementList,A2,7,14,7,50
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,7,42,7,50
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,stringLiteral,A1,7,43,7,43
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,varModifier,A1,8,0,8,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,variableDeclaration,A1,8,6,23,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,anonymousFunction,A1,8,20,23,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arrowFunctionParameters,A1,8,20,8,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,formalParameterList,A1,8,21,8,21
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,valueProperty,C1,10,2,10,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,textContent,A1,10,8,10,8
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,textContent,A1,11,8,11,8
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,12,14,12,19
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,remove,B2,13,20,13,20
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,13,26,13,35
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,stringLiteral,A1,13,27,13,27
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,14,14,22,3
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,anonymousFunction,A1,14,15,22,2
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arrowFunctionParameters,A1,14,15,14,19
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,formalParameterList,A1,14,16,14,16
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,varModifier,A1,15,4,15,4
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,variableDeclaration,A1,15,10,15,30
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,addEventListener,A1,16,8,16,8
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,16,24,21,5
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,stringLiteral,A1,16,25,16,25
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,anonymousFunction,A1,16,34,21,4
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arrowFunctionParameters,A1,16,34,16,35
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,textContent,A1,17,12,17,12
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,valueProperty,C1,18,6,18,6
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,textContent,A1,18,12,18,12
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,19,18,19,23
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,arguments,A2,20,23,20,32
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,stringLiteral,A1,20,24,20,24
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/displayUser.js,exportStatement,B1,25,0,25,26
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/removeActive.js,exportStatement,B1,1,0,3,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/removeActive.js,anonymousFunction,A1,1,15,3,0
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/removeActive.js,formalParameterList,A1,1,37,1,37
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/removeActive.js,arguments,A2,2,15,2,55
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/removeActive.js,anonymousFunction,A1,2,16,2,54
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/removeActive.js,arrowFunctionParameters,A1,2,16,2,20
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/removeActive.js,formalParameterList,A1,2,17,2,17
javascript-basic-projects,dataset/javascript-basic-projects/23-random-user/final/utils/removeActive.js,remove,B2,2,39,2,39
