Repository,File Name,Class,Start Line,End Line,Displacement,Level
ssr2,Post,exportStatement,B1
ssr2,Post,exportDefaultDeclaration,B1
ssr2,Post,anonymousFunction,A1
ssr2,Post,returnStatement,A1
ssr2,Post,stringLiteral,A1
