Repository,File Name,Class,Start Line,End Line,Displacement,Level
ssr2,Spinner,exportStatement,B1
ssr2,Spinner,exportDefaultDeclaration,B1
ssr2,Spinner,anonymousFunction,A1
ssr2,Spinner,formalParameterList,A1
ssr2,Spinner,objectLiteral,A1
ssr2,Spinner,returnStatement,A1
ssr2,Spinner,objectLiteral,A1
ssr2,Spinner,memberDotExpression,B1
ssr2,Spinner,arrayLiteral,A1
ssr2,Spinner,elementList,A2
ssr2,Spinner,stringLiteral,A1
ssr2,Spinner,logicalAndExpression,A1
ssr2,Spinner,stringLiteral,A1
ssr2,Spinner,join,A1
ssr2,Spinner,arguments,A2
ssr2,Spinner,stringLiteral,A1
ssr2,Spinner,stringLiteral,A1
ssr2,Spinner,multiplicativeExpression,A1
ssr2,Spinner,additiveExpression,A1
ssr2,Spinner,objectLiteral,A1
ssr2,Spinner,ternaryExpression,A1
ssr2,Spinner,stringLiteral,A1
ssr2,Spinner,stringLiteral,A1
