Repository,File Name,Class,Start Line,End Line,Displacement,Level
ssr2,data,importStatement,B1
ssr2,data,varModifier,A1
ssr2,data,variableDeclaration,A1
ssr2,data,arguments,A2
ssr2,data,exportStatement,B1
ssr2,data,formalParameterList,A1
ssr2,data,objectLiteral,A1
ssr2,data,returnStatement,A1
ssr2,data,memberDotExpression,B1
ssr2,data,objectLiteral,A1
ssr2,data,objectLiteral,A1
ssr2,data,memberDotExpression,B1
ssr2,data,varModifier,A1
ssr2,data,variableDeclaration,A1
ssr2,data,arrayLiteral,A1
ssr2,data,elementList,A2
ssr2,data,stringLiteral,A1
ssr2,data,stringLiteral,A1
ssr2,data,stringLiteral,A1
ssr2,data,exportStatement,B1
ssr2,data,varModifier,A1
ssr2,data,variableDeclaration,A1
ssr2,data,arguments,A2
ssr2,data,ifStatement,A1
ssr2,data,equalityExpression,A1
ssr2,data,memberDotExpression,B1
ssr2,data,arguments,A2
ssr2,data,returnStatement,A1
