Repository,File Name,Class,Start Line,End Line,Displacement,Level
stacks,BabelClasses-compiled,formalParameterList,A1
stacks,BabelClasses-compiled,ifStatement,A1
stacks,BabelClasses-compiled,equalityExpression,A1
stacks,BabelClasses-compiled,throwStatement,A2
stacks,BabelClasses-compiled,ReferenceError,A2
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,stringLiteral,A1
stacks,BabelClasses-compiled,returnStatement,A1
stacks,BabelClasses-compiled,formalParameterList,A1
stacks,BabelClasses-compiled,ifStatement,A1
stacks,BabelClasses-compiled,inExpression,A2
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,Object,A2
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,objectLiteral,A1
stacks,BabelClasses-compiled,memberIndexExpression,A1
stacks,BabelClasses-compiled,returnStatement,A1
stacks,BabelClasses-compiled,formalParameterList,A1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,prototype,B2
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,Object,A2
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,prototype,B2
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,prototype,B2
stacks,BabelClasses-compiled,Constructor,A2
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,varModifier,A1
stacks,BabelClasses-compiled,variableDeclaration,A1
stacks,BabelClasses-compiled,anonymousFunction,A1
stacks,BabelClasses-compiled,formalParameterList,A1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,returnStatement,A1
stacks,BabelClasses-compiled,logicalOrExpression,A1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,thisExpression,B1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,thisExpression,B1
stacks,BabelClasses-compiled,varModifier,A1
stacks,BabelClasses-compiled,variableDeclaration,A1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,prototype,B2
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,anonymousFunction,A1
stacks,BabelClasses-compiled,returnStatement,A1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,thisExpression,B1
stacks,BabelClasses-compiled,returnStatement,A1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,varModifier,A1
stacks,BabelClasses-compiled,variableDeclaration,A1
stacks,BabelClasses-compiled,anonymousFunction,A1
stacks,BabelClasses-compiled,formalParameterList,A1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,formalParameterList,A1
stacks,BabelClasses-compiled,lastFormalParameterArg,A2
stacks,BabelClasses-compiled,varModifier,A1
stacks,BabelClasses-compiled,variableDeclaration,A1
stacks,BabelClasses-compiled,logicalOrExpression,A1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,thisExpression,B1
stacks,BabelClasses-compiled,thisExpression,B1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,stringLiteral,A1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,stringLiteral,A1
stacks,BabelClasses-compiled,objectLiteral,A1
stacks,BabelClasses-compiled,returnStatement,A1
stacks,BabelClasses-compiled,varModifier,A1
stacks,BabelClasses-compiled,variableDeclaration,A1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,prototype,B2
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,anonymousFunction,A1
stacks,BabelClasses-compiled,returnStatement,A1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,memberDotExpression,B1
stacks,BabelClasses-compiled,thisExpression,B1
stacks,BabelClasses-compiled,returnStatement,A1
stacks,BabelClasses-compiled,arguments,A2
stacks,BabelClasses-compiled,memberDotExpression,B1
