Repository,File Name,Class,Start Line,End Line,Displacement,Level
ssr2,Comments,importStatement,B1
ssr2,Comments,exportStatement,B1
ssr2,Comments,exportDefaultDeclaration,B1
ssr2,Comments,anonymousFunction,A1
ssr2,Comments,varModifier,A1
ssr2,Comments,variableDeclaration,A1
ssr2,Comments,arguments,A2
ssr2,Comments,returnStatement,A1
ssr2,Comments,objectLiteral,A1
ssr2,Comments,memberDotExpression,B1
ssr2,Comments,Map,A2
ssr2,Comments,map,A2
ssr2,Comments,anonymousFunction,A1
ssr2,Comments,arrowFunctionParameters,A1
ssr2,Comments,formalParameterList,A1
ssr2,Comments,stringLiteral,A1
ssr2,Comments,multiplicativeExpression,A1
ssr2,Comments,objectLiteral,A1
ssr2,Comments,objectLiteral,A1
