Repository,File Name,Class,Start Line,End Line,Displacement,Level
art,webpackconfig,varModifier,A1
art,webpackconfig,variableDeclaration,A1
art,webpackconfig,arguments,A2
art,webpackconfig,stringLiteral,A1
art,webpackconfig,memberDotExpression,B1
art,webpackconfig,objectLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,stringLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,objectLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,arrayLiteral,A1
art,webpackconfig,elementList,A2
art,webpackconfig,objectLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,memberDotExpression,B1
art,webpackconfig,arguments,A2
art,webpackconfig,stringLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,RegExp,A2
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,RegExp,A2
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,objectLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,arrayLiteral,A1
art,webpackconfig,elementList,A2
art,webpackconfig,memberDotExpression,B1
art,webpackconfig,arguments,A2
art,webpackconfig,stringLiteral,A1
art,webpackconfig,memberDotExpression,B1
art,webpackconfig,arguments,A2
art,webpackconfig,stringLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,arrayLiteral,A1
art,webpackconfig,elementList,A2
art,webpackconfig,memberDotExpression,B1
art,webpackconfig,arguments,A2
art,webpackconfig,stringLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,arrayLiteral,A1
art,webpackconfig,elementList,A2
art,webpackconfig,memberDotExpression,B1
art,webpackconfig,arguments,A2
art,webpackconfig,objectLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,objectLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,memberDotExpression,B1
art,webpackconfig,arguments,A2
art,webpackconfig,stringLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,objectLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,objectLiteral,A1
art,webpackconfig,propertyAssignment,B1
art,webpackconfig,memberDotExpression,B1
art,webpackconfig,arguments,A2
art,webpackconfig,stringLiteral,A1
